loc_rowid,discoverymethod,disc_year,disc_facility,pl_orbper,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,pl_eqt
4125,Transit,2016,Kepler,11.08957230,3.170,0.283,10.20000,0.03200,1.760000,1422
4126,Transit,2016,Kepler,0.97486893,1.190,0.106,1.81000,0.00570,5.900000,1612
4127,Transit,2016,Kepler,4.89718784,1.280,0.114,2.18000,0.00687,5.710000,904
4128,Transit,2016,Kepler,5.72812599,1.470,0.131,2.76000,0.00869,4.770000,569
4129,Transit,2016,Kepler,3.75574426,1.680,0.150,3.46000,0.01090,4.010000,977
4130,Transit,2016,Kepler,7.09714223,0.920,0.082,0.72100,0.00227,5.090000,425
4131,Transit,2013,Kepler,0.35500744,1.121,0.100,1.96716,0.00619,5.260000,2250
4132,Transit,2016,Kepler,0.67737516,0.890,0.079,0.64000,0.00201,4.990000,2099
4133,Transit,2016,Kepler,13.21407320,2.890,0.258,8.70000,0.02740,1.980000,629
4134,Transit,2016,Kepler,158.68533080,3.210,0.286,10.40000,0.03270,1.730000,350
4135,Transit,2016,Kepler,4.29264638,0.780,0.070,0.39900,0.00126,4.620000,991
4136,Transit,2020,Kepler,7.05395000,2.332,0.208,6.04000,0.01900,2.620000,840
4137,Transit,2016,Kepler,31.59226460,1.580,0.141,3.12000,0.00982,4.350000,688
4138,Transit,2016,Kepler,1.97376093,13.020,1.162,,,,753
4139,Transit,2016,Kepler,53.52934870,2.430,0.217,6.48000,0.02040,2.480000,348
4140,Transit,2016,Kepler,0.92831050,1.280,0.114,2.18000,0.00687,5.710000,1115
4141,Transit,2016,Kepler,8.39846269,2.550,0.227,7.04000,0.02210,2.330000,984
4142,Transit,2016,Kepler,8.63847725,2.120,0.189,5.14000,0.01620,2.960000,1419
4143,Transit,2012,Kepler,13.48450000,3.470,0.310,10.90000,0.03430,1.430000,929
4144,Transit,2012,Kepler,27.40290000,3.720,0.332,5.90000,0.01900,0.620000,734
4145,Transit,2014,Kepler,52.09020000,7.160,0.639,6.00000,0.01900,0.090000,592
4146,Transit,2014,Kepler,81.06590000,3.490,0.311,4.10000,0.01300,0.530000,511
4147,Transit,2016,Kepler,13.73469807,2.180,0.194,5.39000,0.01700,2.860000,634
4148,Transit,2016,Kepler,14.55397590,3.050,0.272,9.53000,0.03000,1.850000,939
4149,Transit,2016,Kepler,11.30119217,1.960,0.175,4.50000,0.01420,3.280000,852
4150,Transit,2016,Kepler,4.24153639,1.370,0.122,2.45000,0.00771,5.240000,1177
4151,Transit,2016,Kepler,11.13125132,2.110,0.188,5.10000,0.01600,2.980000,952
4152,Transit,2016,Kepler,29.61934210,1.680,0.150,3.46000,0.01090,4.010000,580
4153,Transit,2016,Kepler,6.40087618,1.300,0.116,2.24000,0.00705,5.600000,1109
4154,Transit,2016,Kepler,27.07237711,2.170,0.194,5.35000,0.01680,2.880000,605
4155,Transit,2016,Kepler,13.71933369,2.390,0.213,6.30000,0.01980,2.540000,864
4156,Transit,2016,Kepler,133.46052350,6.880,0.614,37.90000,0.11900,0.640000,433
4157,Transit,2021,Kepler,15.19419956,2.781,0.248,8.15000,0.02560,2.080000,893
4158,Transit,2010,Kepler,3.52249910,15.872,1.416,187.51970,0.59000,0.270000,1680
4159,Transit,2012,Kepler,7.05246000,2.670,0.238,6.93000,0.02180,1.380000,547
4160,Transit,2012,Kepler,9.52355000,2.740,0.244,6.74000,0.02121,1.220000,495
4161,Transit,2014,Kepler,3.07222000,1.530,0.136,6.75000,0.02124,7.040000,722
4162,Transit,2014,Kepler,4.64489000,1.600,0.143,4.13000,0.01299,3.750000,629
4163,Transit,2016,Kepler,0.98678730,1.210,0.108,1.92000,0.00606,5.960000,1054
4164,Transit,2017,Kepler,14.64558000,1.130,0.101,1.51000,0.00474,5.750000,418
4165,Transit,2016,Kepler,14.13176026,2.850,0.254,8.50000,0.02670,2.020000,675
4166,Transit,2016,Kepler,11.41928253,2.000,0.178,4.66000,0.01470,3.200000,419
4167,Transit,2016,Kepler,40.05874730,3.540,0.316,12.30000,0.03860,1.520000,489
4168,Transit,2016,Kepler,50.28638192,3.790,0.338,13.80000,0.04340,1.390000,543
4169,Transit,2016,Kepler,14.37457351,1.940,0.173,4.42000,0.01390,3.330000,779
4170,Transit,2016,Kepler,9.65185017,1.140,0.102,1.55000,0.00489,5.750000,890
4171,Transit,2016,Kepler,30.86389310,2.890,0.258,8.70000,0.02740,1.980000,743
4172,Transit,2016,Kepler,8.09219642,1.140,0.102,1.55000,0.00489,5.750000,1089
4173,Transit,2016,Kepler,117.93108781,10.420,0.930,76.80000,0.24200,0.373000,418
4174,Transit,2016,Kepler,0.63133235,1.460,0.130,2.73000,0.00859,4.820000,1322
4175,Transit,2016,Kepler,55.63934000,3.010,0.269,9.32000,0.02930,1.880000,478
4176,Transit,2012,Kepler,5.95500000,2.420,0.216,17.20000,0.05400,6.670000,635
4177,Transit,2012,Kepler,12.04000000,2.370,0.211,4.30000,0.01400,1.770000,502
4178,Transit,2014,Kepler,20.83784600,1.210,0.108,1.92000,0.00606,5.960000,418
4179,Transit,2016,Kepler,4.59725385,1.930,0.172,4.38000,0.01380,3.350000,1105
4180,Transit,2016,Kepler,23.58447697,2.700,0.241,7.75000,0.02440,2.160000,730
4181,Transit,2016,Kepler,10.11716531,3.550,0.317,12.30000,0.03880,1.510000,1163
4182,Transit,2016,Kepler,19.12947337,2.140,0.191,5.22000,0.01640,2.930000,817
4183,Transit,2016,Kepler,6.14698510,2.120,0.189,5.14000,0.01620,2.960000,1164
4184,Transit,2016,Kepler,8.57503552,4.110,0.367,15.80000,0.04980,1.250000,1374
4185,Transit,2016,Kepler,10.50682565,10.240,0.914,74.50000,0.23400,0.381000,668
4186,Transit,2016,Kepler,3.99010623,9.030,0.806,60.20000,0.18900,0.449000,1124
4187,Transit,2016,Kepler,10.03538581,5.110,0.456,22.90000,0.07200,0.943000,786
4188,Transit,2016,Kepler,33.19956480,2.760,0.246,8.05000,0.02530,2.100000,485
4189,Transit,2012,Kepler,26.44000000,4.070,0.363,12.15000,0.03823,0.980000,562
4190,Transit,2012,Kepler,51.54000000,5.340,0.476,13.90000,0.04373,0.494000,450
4191,Transit,2014,Kepler,2.38296100,1.770,0.158,3.78000,0.01190,3.750000,1253
4192,Transit,2014,Kepler,5.90220600,2.470,0.220,6.66000,0.02100,2.430000,926
4193,Transit Timing Variations,2019,KOINet,75.73200000,4.840,0.432,20.90000,0.06576,1.010000,
4194,Transit,2016,Kepler,127.83380980,6.090,0.543,30.80000,0.09700,0.749000,554
4195,Transit,2016,Kepler,1.92279873,1.310,0.117,2.27000,0.00714,5.550000,1215
4196,Transit,2016,Kepler,3.22296927,1.770,0.158,3.78000,0.01190,3.750000,1239
4197,Transit,2016,Kepler,4.16809082,1.570,0.140,3.09000,0.00972,4.390000,1277
4198,Transit,2016,Kepler,4.51436633,1.870,0.167,4.16000,0.01310,3.500000,1231
4199,Transit,2016,Kepler,3.77360059,1.530,0.136,2.96000,0.00930,4.540000,1270
4200,Transit,2016,Kepler,8.18182460,1.840,0.164,4.04000,0.01270,3.560000,981
4201,Transit,2016,Kepler,4.48758907,1.250,0.112,2.10000,0.00660,5.910000,1305
4202,Transit,2016,Kepler,51.92927591,5.630,0.502,27.00000,0.08490,0.831000,574
4203,Transit,2016,Kepler,0.56785714,1.510,0.135,2.89000,0.00909,4.610000,1848
4204,Transit,2016,Kepler,6.88337562,2.110,0.188,5.10000,0.01600,2.980000,857
4205,Transit,2012,Kepler,9.77000000,2.830,0.252,42.10000,0.13200,10.200000,460
4206,Transit,2012,Kepler,20.09000000,2.360,0.211,11.40000,0.03600,4.770000,362
4207,Transit,2014,Kepler,5.16979600,1.940,0.173,24.60000,0.07700,18.500000,569
4208,Transit,2016,Kepler,11.29695137,1.700,0.152,3.53000,0.01110,3.950000,907
4209,Transit,2016,Kepler,5.62153941,1.270,0.113,2.15000,0.00678,5.770000,992
4210,Transit,2016,Kepler,7.13969410,2.060,0.184,4.90000,0.01540,3.080000,965
4211,Transit,2016,Kepler,18.75469980,2.020,0.180,4.74000,0.01490,3.160000,382
4212,Transit,2016,Kepler,13.32388301,2.020,0.180,4.74000,0.01490,3.160000,378
4213,Transit,2016,Kepler,11.41909375,2.790,0.249,8.20000,0.02580,2.070000,921
4214,Transit,2016,Kepler,11.36112327,2.730,0.244,7.90000,0.02490,2.130000,869
4215,Transit,2016,Kepler,16.56059504,2.560,0.228,7.08000,0.02230,2.320000,701
4216,Transit,2016,Kepler,15.74957994,2.730,0.244,7.90000,0.02490,2.130000,777
4217,Transit,2016,Kepler,37.81445140,2.570,0.229,7.13000,0.02240,2.310000,626
4218,Transit,2012,Kepler,8.72600000,2.230,0.199,40.00000,0.12600,19.800000,985
4219,Transit,2012,Kepler,12.88300000,2.360,0.211,20.20000,0.06400,8.440000,865
4220,Transit,2014,Kepler,4.22453700,1.380,0.123,2.48000,0.00780,5.190000,1254
4221,Transit,2014,Kepler,27.43438900,2.600,0.232,7.27000,0.02290,2.270000,672
4222,Transit,2014,Kepler,44.55216900,2.200,0.196,5.48000,0.01720,2.830000,572
4223,Transit,2016,Kepler,2.49577962,17.070,1.523,43000.00000,135.00000,47.500000,1408
4224,Transit,2016,Kepler,124.41983980,5.230,0.467,23.80000,0.07490,0.914000,416
4225,Transit,2016,Kepler,1.21956827,1.600,0.143,3.19000,0.01000,4.280000,1252
4226,Transit,2016,Kepler,2.05387982,2.590,0.231,7.22000,0.02270,2.280000,1523
4227,Transit,2016,Kepler,2.61302086,1.680,0.150,3.46000,0.01090,4.010000,713
4228,Transit,2016,Kepler,0.92785982,2.040,0.182,4.82000,0.01520,3.120000,1361
4229,Transit,2016,Kepler,19.80792185,2.480,0.221,6.71000,0.02110,2.420000,624
4230,Transit,2016,Kepler,2.34323190,1.180,0.105,1.76000,0.00553,5.890000,1054
4231,Transit,2016,Kepler,6.91134416,1.700,0.152,3.53000,0.01110,3.950000,1086
4232,Transit,2016,Kepler,394.62449040,7.140,0.637,40.40000,0.12700,0.610000,325
4233,Transit,2012,Kepler,8.30600000,1.970,0.176,4.54000,0.01430,3.260000,809
4234,Transit,2012,Kepler,12.51300000,2.180,0.194,20.90000,0.06600,11.100000,706
4235,Transit,2014,Kepler,17.91323000,1.200,0.107,1.87000,0.00588,5.950000,626
4236,Transit,2014,Kepler,25.21675100,1.270,0.113,0.60000,0.00189,1.600000,559
4237,Transit,2016,Kepler,7.19303878,1.780,0.159,3.82000,0.01200,3.720000,995
4238,Transit,2016,Kepler,8.50699658,1.680,0.150,3.46000,0.01090,4.010000,900
4239,Transit,2016,Kepler,44.93098040,2.540,0.227,6.99000,0.02200,2.340000,565
4240,Transit,2016,Kepler,7.16892463,1.690,0.151,3.50000,0.01100,3.980000,1187
4241,Transit,2016,Kepler,2.14463285,16.720,1.492,42000.00000,132.00000,49.400000,1736
4242,Transit,2016,Kepler,7.88663110,8.350,0.745,52.70000,0.16600,0.497000,996
4243,Transit,2016,Kepler,8.02768059,9.300,0.830,63.30000,0.19900,0.432000,824
4244,Transit,2016,Kepler,85.35129427,6.800,0.607,37.20000,0.11700,0.650000,390
4245,Transit,2016,Kepler,76.13602028,4.870,0.434,21.10000,0.06640,1.000000,399
4246,Transit,2016,Kepler,20.38177573,3.090,0.276,9.75000,0.03070,1.820000,528
4247,Transit,2016,Kepler,5.10137945,3.240,0.289,10.60000,0.03320,1.710000,1050
4248,Transit,2016,Kepler,3.94963138,2.280,0.203,5.82000,0.01830,2.700000,966
4249,Transit,2016,Kepler,3.14866453,2.210,0.197,5.52000,0.01740,2.810000,1097
4250,Transit,2016,Kepler,15.59461874,2.900,0.259,8.75000,0.02750,1.970000,718
4251,Transit,2016,Kepler,5.83376092,2.400,0.214,6.35000,0.02000,2.520000,1143
4252,Transit,2016,Kepler,14.16399294,2.490,0.222,6.76000,0.02130,2.410000,694
4253,Transit,2016,Kepler,2.61703254,1.630,0.145,3.29000,0.01040,4.170000,996
4254,Transit,2016,Kepler,150.24212700,4.640,0.414,19.40000,0.06120,1.070000,327
4255,Transit,2016,Kepler,5.03251791,2.050,0.183,4.86000,0.01530,3.100000,1047
4256,Transit,2016,Kepler,40.42877550,3.610,0.322,12.70000,0.03990,1.480000,494
4257,Transit,2013,Kepler,114.73635000,13.490,1.204,324.20000,1.02000,0.729000,478
4258,Transit,2013,Kepler,191.23180000,6.140,0.548,6.40000,0.02000,0.152000,403
4259,Transit,2016,Kepler,21.35876210,2.780,0.248,8.15000,0.02560,2.080000,691
4260,Transit,2016,Kepler,22.04590180,3.740,0.334,13.50000,0.04240,1.420000,640
4261,Transit,2016,Kepler,2.57885507,1.990,0.178,4.62000,0.01450,3.220000,1230
4262,Transit,2016,Kepler,20.55338440,3.750,0.335,13.50000,0.04260,1.410000,749
4263,Transit,2016,Kepler,40.06867270,3.940,0.352,14.70000,0.04630,1.320000,560
4264,Transit,2016,Kepler,27.50737990,2.900,0.259,8.75000,0.02750,1.970000,569
4265,Transit,2016,Kepler,5.14438011,1.430,0.128,2.63000,0.00829,4.940000,923
4266,Transit,2016,Kepler,18.45847097,2.120,0.189,5.14000,0.01620,2.960000,632
4267,Transit,2016,Kepler,25.94220330,1.930,0.172,4.38000,0.01380,3.350000,501
4268,Transit,2016,Kepler,33.38559380,2.570,0.229,7.13000,0.02240,2.310000,580
4269,Radial Velocity,2020,W. M. Keck Observatory,1403.00000000,13.100,1.170,965.14700,3.05046,2.360000,
4270,Transit,2016,Kepler,7.71468975,2.660,0.237,7.56000,0.02380,2.210000,1622
4271,Transit,2016,Kepler,4.44448017,1.780,0.159,3.82000,0.01200,3.720000,1217
4272,Transit,2016,Kepler,3.98953967,1.230,0.110,2.04000,0.00642,6.020000,903
4273,Transit,2016,Kepler,12.98495573,1.780,0.159,3.82000,0.01200,3.720000,818
4274,Transit,2016,Kepler,5.69919514,1.230,0.110,2.04000,0.00642,6.020000,964
4275,Transit,2016,Kepler,18.11472949,2.500,0.223,6.80000,0.02140,2.390000,830
4276,Transit,2016,Kepler,6.24146367,1.520,0.136,2.92000,0.00920,4.570000,1111
4277,Transit,2016,Kepler,20.42228798,1.840,0.164,4.04000,0.01270,3.560000,785
4278,Transit,2016,Kepler,7.63846023,1.130,0.101,1.51000,0.00474,5.750000,1089
4279,Transit,2016,Kepler,70.69790610,1.760,0.157,3.75000,0.01180,3.780000,417
4280,Transit,2016,Kepler,3.74443900,1.090,0.097,1.32000,0.00416,5.600000,1328
4281,Transit,2016,Kepler,52.75875577,8.890,0.793,58.60000,0.18400,0.458000,540
4282,Transit,2016,Kepler,53.44945593,6.410,0.572,33.60000,0.10600,0.701000,486
4283,Transit,2016,Kepler,13.75210720,2.810,0.251,8.30000,0.02610,2.060000,556
4284,Transit,2016,Kepler,6.33855761,3.030,0.270,9.43000,0.02970,1.860000,1034
4285,Transit,2016,Kepler,9.80322400,2.780,0.248,8.15000,0.02560,2.080000,896
4286,Transit,2016,Kepler,2.80624233,1.540,0.137,2.99000,0.00940,4.500000,771
4287,Transit,2016,Kepler,144.54739600,2.530,0.226,6.94000,0.02180,2.350000,303
4288,Transit,2016,Kepler,8.04726420,2.390,0.213,6.30000,0.01980,2.540000,855
4289,Transit,2016,Kepler,5.87061910,1.490,0.133,2.83000,0.00889,4.700000,616
4290,Transit,2016,Kepler,19.17891293,2.680,0.239,7.65000,0.02410,2.180000,640
4291,Transit,2010,Kepler,19.23891000,8.290,0.740,43.40000,0.13655,0.420000,661
4292,Transit,2010,Kepler,38.98530000,8.080,0.721,29.90000,0.09408,0.310000,523
4293,Transit,2010,Kepler,1.59285100,1.640,0.146,3.33000,0.01050,4.150000,2026
4294,Transit,2017,Kepler,14.44912000,1.320,0.118,2.30000,0.00724,5.500000,709
4295,Transit,2016,Kepler,6.99130860,2.080,0.186,4.98000,0.01570,3.040000,716
4296,Transit,2016,Kepler,3.51749439,1.370,0.122,2.45000,0.00771,5.240000,704
4297,Transit,2016,Kepler,40.10995470,2.540,0.227,6.99000,0.02200,2.340000,556
4298,Transit,2016,Kepler,10.35077210,2.010,0.179,4.70000,0.01480,3.180000,842
4299,Transit,2016,Kepler,62.92285570,2.530,0.226,6.94000,0.02180,2.350000,462
4300,Transit,2016,Kepler,3.02166863,1.770,0.158,3.78000,0.01190,3.750000,1332
4301,Transit,2016,Kepler,5.08274652,1.410,0.126,2.57000,0.00809,5.040000,928
4302,Transit,2016,Kepler,41.69799760,2.110,0.188,5.10000,0.01600,2.980000,537
4303,Transit,2016,Kepler,15.86621821,1.200,0.107,1.87000,0.00588,5.950000,879
4304,Transit,2016,Kepler,1.34059747,1.220,0.109,1.98000,0.00624,5.990000,1783
4305,Transit,2016,Kepler,13.93290318,1.470,0.131,2.76000,0.00869,4.770000,852
4306,Transit,2013,Kepler,6.24658000,15.323,1.367,257.44230,0.81000,0.400000,2040
4307,Transit,2016,Kepler,2.36436901,0.820,0.073,0.47700,0.00150,4.750000,1752
4308,Transit,2016,Kepler,20.31050100,2.600,0.232,7.27000,0.02290,2.270000,931
4309,Transit,2016,Kepler,2.53475627,2.800,0.250,8.25000,0.02590,2.070000,1218
4310,Transit,2016,Kepler,10.29672521,2.060,0.184,4.90000,0.01540,3.080000,1129
4311,Transit,2021,Kepler,5.93911982,3.858,0.344,14.20000,0.04470,1.360000,1357
4312,Transit,2016,Kepler,4.40966548,1.380,0.123,2.48000,0.00780,5.190000,1192
4313,Transit,2016,Kepler,4.59489604,1.500,0.134,2.86000,0.00899,4.660000,1319
4314,Transit,2016,Kepler,32.29687980,1.760,0.157,3.75000,0.01180,3.780000,503
4315,Transit,2016,Kepler,2.97041437,1.910,0.170,4.31000,0.01360,3.400000,991
4316,Transit,2016,Kepler,4.85386933,1.740,0.155,3.68000,0.01160,3.840000,1052
4317,Transit,2016,Kepler,11.04603384,2.250,0.201,5.69000,0.01790,2.740000,869
4318,Transit,2013,Kepler,13.74900000,3.510,0.313,64.30000,0.20200,8.170000,975
4319,Transit,2013,Kepler,26.72300000,2.600,0.232,6.10000,0.01900,1.910000,781
4320,Transit,2015,Kepler,49.35680000,2.067,0.184,4.93000,0.01550,3.070000,637
4321,Transit,2016,Kepler,6.53192704,2.420,0.216,6.44000,0.02030,2.500000,907
4322,Transit,2016,Kepler,100.82741130,3.800,0.339,13.80000,0.04360,1.380000,364
4323,Transit,2016,Kepler,51.30063400,2.870,0.256,8.60000,0.02710,2.000000,492
4324,Transit,2016,Kepler,0.93846683,1.420,0.127,2.60000,0.00819,4.990000,1876
4325,Transit,2016,Kepler,6.93366476,1.380,0.123,2.48000,0.00780,5.190000,1104
4326,Transit,2016,Kepler,61.03701170,3.070,0.274,9.64000,0.03030,1.830000,610
4327,Transit,2016,Kepler,33.86785310,2.340,0.209,6.08000,0.01910,2.610000,394
4328,Transit,2016,Kepler,52.06886010,2.310,0.206,5.95000,0.01870,2.650000,524
4329,Transit,2016,Kepler,9.11499030,1.720,0.153,3.61000,0.01130,3.900000,906
4330,Transit,2016,Kepler,3.93246130,1.590,0.142,3.15000,0.00993,4.310000,894
4331,Transit,2016,Kepler,0.92103214,1.110,0.099,1.41000,0.00444,5.670000,2362
4332,Transit,2014,Kepler,4.72674000,1.569,0.140,4.54426,0.01430,1.652000,1037
4333,Radial Velocity,2014,W. M. Keck Observatory,1460.00000000,,,954.00000,3.00000,,
4334,Transit,2016,Kepler,71.45177750,2.130,0.190,5.18000,0.01630,2.950000,561
4335,Transit,2016,Kepler,8.03755877,1.330,0.119,2.33000,0.00733,5.440000,744
4336,Transit,2016,Kepler,1.92143740,1.370,0.122,2.45000,0.00771,5.240000,1276
4337,Transit,2016,Kepler,14.20443009,2.460,0.219,6.62000,0.02080,2.440000,602
4338,Transit,2016,Kepler,55.67383090,2.090,0.186,5.02000,0.01580,3.020000,384
4339,Transit,2016,Kepler,4.88083852,1.350,0.120,2.39000,0.00752,5.340000,879
4340,Transit,2016,Kepler,10.56134221,1.450,0.129,2.70000,0.00849,4.870000,867
4341,Transit,2016,Kepler,67.66882700,3.720,0.332,13.40000,0.04200,1.430000,495
4342,Transit,2016,Kepler,153.34336400,2.670,0.238,7.61000,0.02390,2.200000,377
4343,Transit,2016,Kepler,52.62984170,2.220,0.198,5.56000,0.01750,2.790000,544
4344,Transit,2016,Kepler,14.87829600,1.750,0.156,3.71000,0.01170,3.800000,692
4345,Transit,2014,Kepler,2.50806000,3.510,0.313,10.84000,0.03400,1.450000,997
4346,Radial Velocity,2014,W. M. Keck Observatory,820.30000000,12.500,1.110,3126.00000,9.83600,8.790000,
4347,Transit,2016,Kepler,59.62252570,3.340,0.298,11.10000,0.03500,1.640000,486
4348,Transit,2016,Kepler,17.42395198,3.080,0.275,9.69000,0.03050,1.820000,722
4349,Transit,2016,Kepler,44.96417488,2.130,0.190,5.18000,0.01630,2.950000,379
4350,Transit,2016,Kepler,49.77014380,5.930,0.529,29.50000,0.09280,0.777000,455
4351,Transit,2016,Kepler,43.31677370,2.630,0.235,7.41000,0.02330,2.240000,459
4352,Transit,2016,Kepler,31.00338140,2.630,0.235,7.41000,0.02330,2.240000,616
4353,Transit,2016,Kepler,11.79162572,1.930,0.172,4.38000,0.01380,3.350000,857
4354,Transit,2016,Kepler,26.96443170,2.280,0.203,5.82000,0.01830,2.700000,573
4355,Transit,2016,Kepler,7.76846622,1.850,0.165,4.08000,0.01280,3.540000,841
4356,Transit,2016,Kepler,8.68930730,2.910,0.260,8.80000,0.02770,1.960000,782
4357,Transit,2014,Kepler,11.52310000,3.420,0.305,13.00000,0.04100,1.710000,927
4358,Transit,2016,Kepler,98.71804060,8.980,0.801,59.60000,0.18800,0.452000,360
4359,Transit,2016,Kepler,71.52530845,5.590,0.499,26.70000,0.08390,0.840000,340
4360,Transit,2016,Kepler,130.35469190,7.650,0.682,45.40000,0.14300,0.557000,369
4361,Transit,2016,Kepler,88.40655258,4.210,0.376,16.50000,0.05190,1.220000,410
4362,Transit,2016,Kepler,9.10967112,1.190,0.106,1.81000,0.00570,5.900000,873
4363,Transit,2016,Kepler,16.78176602,2.320,0.207,5.99000,0.01890,2.640000,545
4364,Transit,2016,Kepler,14.53244172,3.130,0.279,9.96000,0.03130,1.780000,664
4365,Transit,2016,Kepler,5.24867263,3.000,0.268,9.27000,0.02920,1.890000,1056
4366,Transit,2016,Kepler,5.90741354,5.500,0.491,25.90000,0.08160,0.855000,769
4367,Transit,2016,Kepler,9.76788050,2.060,0.184,4.90000,0.01540,3.080000,749
4368,Transit,2016,Kepler,14.80074836,4.380,0.391,17.60000,0.05550,1.150000,1912
4369,Transit,2014,Kepler,16.23850000,2.670,0.238,8.46000,0.02700,2.260000,711
4370,Transit,2016,Kepler,3.12686223,2.290,0.204,5.86000,0.01840,2.680000,1391
4371,Transit,2016,Kepler,16.87727414,2.550,0.227,7.04000,0.02210,2.330000,642
4372,Transit,2016,Kepler,12.05707239,1.970,0.176,4.54000,0.01430,3.260000,689
4373,Transit,2016,Kepler,9.97683705,2.660,0.237,7.56000,0.02380,2.210000,802
4374,Transit,2016,Kepler,13.52251060,2.120,0.189,5.14000,0.01620,2.960000,652
4375,Transit,2016,Kepler,134.25272980,3.380,0.302,11.40000,0.03570,1.620000,393
4376,Transit,2016,Kepler,99.74762200,4.130,0.368,16.00000,0.05020,1.250000,391
4377,Transit,2016,Kepler,13.22713379,2.350,0.210,6.12000,0.01930,2.590000,638
4378,Transit,2016,Kepler,198.71125020,3.650,0.326,12.90000,0.04070,1.460000,258
4379,Transit,2016,Kepler,3.69298373,2.000,0.178,4.66000,0.01470,3.200000,745
4380,Transit,2016,Kepler,5.70940492,1.690,0.151,3.50000,0.01100,3.980000,644
4381,Transit,2016,Kepler,34.17317140,2.070,0.185,4.94000,0.01550,3.060000,465
4382,Transit,2016,Kepler,1.68293460,0.990,0.088,0.93700,0.00295,5.310000,1270
4383,Transit,2014,Kepler,2.58664000,1.480,0.132,3.51000,0.01100,5.440000,1328
4384,Radial Velocity,2014,W. M. Keck Observatory,789.00000000,,,344.00000,1.08000,,
4385,Transit,2016,Kepler,16.73652231,2.770,0.247,8.10000,0.02550,2.090000,464
4386,Transit,2016,Kepler,9.59070716,2.130,0.190,5.18000,0.01630,2.950000,1087
4387,Transit,2016,Kepler,7.03932553,4.650,0.415,19.50000,0.06140,1.070000,1060
4388,Transit,2016,Kepler,49.60773310,1.960,0.175,4.50000,0.01420,3.280000,402
4389,Transit,2016,Kepler,4.19449651,1.570,0.140,3.09000,0.00972,4.390000,577
4390,Transit,2016,Kepler,1.97034246,1.480,0.132,2.79000,0.00879,4.730000,1599
4391,Transit,2016,Kepler,105.95641480,3.960,0.353,14.90000,0.04670,1.320000,324
4392,Transit,2016,Kepler,26.85328322,2.620,0.234,7.37000,0.02320,2.250000,544
4393,Transit,2016,Kepler,49.62215090,2.990,0.267,9.22000,0.02900,1.900000,546
4394,Transit,2016,Kepler,8.08801350,2.720,0.243,7.85000,0.02470,2.140000,792
4395,Transit,2014,Kepler,1.54168000,1.990,0.178,3.55000,0.01100,2.180000,1592
4396,Transit,2016,Kepler,11.55102504,2.670,0.238,7.61000,0.02390,2.200000,845
4397,Transit,2016,Kepler,4.46975774,2.310,0.206,5.95000,0.01870,2.650000,1103
4398,Transit,2016,Kepler,15.77382210,2.250,0.201,5.69000,0.01790,2.740000,955
4399,Transit,2016,Kepler,60.08550820,2.360,0.211,6.17000,0.01940,2.580000,485
4400,Transit,2016,Kepler,43.03422720,2.120,0.189,5.14000,0.01620,2.960000,484
4401,Transit,2016,Kepler,116.33190100,2.980,0.266,9.17000,0.02880,1.900000,323
4402,Transit,2016,Kepler,56.43499380,2.360,0.211,6.17000,0.01940,2.580000,465
4403,Transit,2016,Kepler,105.30331480,3.260,0.291,10.70000,0.03360,1.700000,351
4404,Transit,2016,Kepler,17.76080053,2.070,0.185,4.94000,0.01550,3.060000,368
4405,Transit,2016,Kepler,7.96431535,2.210,0.197,5.52000,0.01740,2.810000,805
4406,Transit,2014,Kepler,4.60358000,1.480,0.132,6.15000,0.01900,10.900000,810
4407,Transit,2016,Kepler,9.91723428,2.600,0.232,7.27000,0.02290,2.270000,903
4408,Transit,2016,Kepler,0.53835431,1.530,0.136,2.96000,0.00930,4.540000,2386
4409,Transit,2016,Kepler,82.53425190,2.540,0.227,6.99000,0.02200,2.340000,260
4410,Transit,2016,Kepler,20.16034462,1.620,0.145,3.26000,0.01020,4.210000,510
4411,Transit,2016,Kepler,22.08557563,2.970,0.265,9.11000,0.02870,1.910000,352
4412,Transit,2016,Kepler,1.15116651,1.600,0.143,3.19000,0.01000,4.280000,957
4413,Transit,2016,Kepler,28.26731672,2.700,0.241,7.75000,0.02440,2.160000,517
4414,Transit,2016,Kepler,3.77059058,1.980,0.177,4.58000,0.01440,3.240000,1272
4415,Transit,2016,Kepler,2.70730672,1.360,0.121,2.42000,0.00761,5.290000,1709
4416,Transit,2016,Kepler,5.65377733,2.320,0.207,5.99000,0.01890,2.640000,1020
4417,Transit,2016,Kepler,5.99185702,2.340,0.209,6.08000,0.01910,2.610000,1355
4418,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1.40150000,1.390,0.124,4.60000,0.01447,9.600000,965
4419,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),2.25311360,0.850,0.076,0.40000,0.00126,3.600000,627
4420,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),3.69067770,1.385,0.124,2.22000,0.00698,4.570000,553
4421,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),7.45072450,1.521,0.136,1.94000,0.00610,2.950000,416
4422,Radial Velocity,2021,Multiple Observatories,12.79600000,1.560,0.139,3.06000,0.00963,4.430000,342
4423,Transit,2017,MEarth Project,24.73694000,1.635,0.146,6.38000,0.02007,8.040000,379
